"Time","Total","Free","FS Cache","Used Memory","Pinned"
1638295080000,8192,146.22265625,4281.734375,3764.04296875,2651.720703125
1638295200000,8192,147.478515625,4281.7890625,3762.732421875,2651.837890625
1638295320000,8192,148.099609375,4281.80078125,3762.099609375,2651.681640625
1638295440000,8192,148.109375,4281.81640625,3762.07421875,2651.6640625
1638295560000,8192,148.138671875,4281.8203125,3762.041015625,2651.64453125
1638295680000,8192,148.087890625,4281.83203125,3762.080078125,2651.677734375
1638295800000,8192,147.900390625,4281.96484375,3762.134765625,2651.734375
1638295920000,8192,147.591796875,4282.09765625,3762.310546875,2651.68359375
1638296040000,8192,147.74609375,4282.126953125,3762.126953125,2651.712890625
1638296160000,8192,147.705078125,4282.166015625,3762.12890625,2651.728515625
1638296280000,8192,147.8046875,4282.17578125,3762.01953125,2651.6328125
1638296400000,8192,147.6796875,4282.18359375,3762.13671875,2651.7265625
1638296520000,8192,147.71484375,4282.18359375,3762.1015625,2651.6953125
1638296640000,8192,147.662109375,4282.1953125,3762.142578125,2651.7265625
1638296760000,8192,147.650390625,4282.201171875,3762.1484375,2651.728515625
1638296880000,8192,146.39453125,4282.330078125,3763.275390625,2651.923828125
1638297000000,8192,147.38671875,4282.44140625,3762.171875,2651.73828125
1638297120000,8192,147.470703125,4282.44140625,3762.087890625,2651.6796875
1638297240000,8192,146.58984375,4282.482421875,3762.927734375,2651.8828125
1638297360000,8192,154.57421875,4282.607421875,3754.818359375,2651.849609375
1638297480000,8192,165.005859375,4282.615234375,3744.376953125,2651.666015625
1638297600000,8192,165.07421875,4282.814453125,3744.111328125,2651.603515625
1638297720000,8192,164.19921875,4282.81640625,3744.984375,2651.59375
1638297840000,8192,163.265625,4282.8359375,3745.8984375,2651.642578125
1638297960000,8192,163.0390625,4282.845703125,3746.115234375,2651.6328125
1638298080000,8192,162.4609375,4282.8984375,3746.640625,2651.634765625
1638298200000,8192,161.921875,4282.95703125,3747.12109375,2651.57421875
1638298320000,8192,160.193359375,4282.9609375,3748.845703125,2651.578125
1638298440000,8192,159.962890625,4283.01171875,3749.025390625,2651.66796875
1638298560000,8192,159.98828125,4283.017578125,3748.994140625,2651.63671875
1638298680000,8192,157.283203125,4283.2109375,3751.505859375,2652.232421875
1638298800000,8192,158.89453125,4283.591796875,3749.513671875,2651.681640625
1638298920000,8192,158.625,4283.607421875,3749.767578125,2651.615234375
1638299040000,8192,158.3046875,4283.60546875,3750.08984375,2651.67578125
1638299160000,8192,157.44140625,4283.69921875,3750.859375,2651.685546875
1638299280000,8192,156.810546875,4283.830078125,3751.359375,2651.703125
1638299400000,8192,156.82421875,4283.83984375,3751.3359375,2651.65625
1638299520000,8192,156.794921875,4283.845703125,3751.359375,2651.66015625
1638299640000,8192,156.767578125,4283.865234375,3751.3671875,2651.64453125
1638299760000,8192,156.3125,4284.048828125,3751.638671875,2651.689453125
1638299880000,8192,156.578125,4284.044921875,3751.376953125,2651.671875
1638300000000,8192,156.84765625,4284.052734375,3751.099609375,2651.375
1638300120000,8192,156.47265625,4284.09375,3751.43359375,2651.734375
1638300240000,8192,156.580078125,4284.115234375,3751.3046875,2651.5859375
1638300360000,8192,156.23046875,4284.3671875,3751.40234375,2651.66796875
1638300480000,8192,155.181640625,4284.404296875,3752.4140625,2651.857421875
1638300600000,8192,156.05078125,4284.400390625,3751.548828125,2651.7421875
1638300720000,8192,155.5,4284.408203125,3752.091796875,2651.72265625
1638300840000,8192,155.275390625,4284.49609375,3752.228515625,2651.693359375
1638300960000,8192,146.47265625,4287.083984375,3758.443359375,2651.97265625
1638301080000,8192,149.88671875,4287.330078125,3754.783203125,2651.75390625
1638301200000,8192,149.939453125,4287.341796875,3754.71875,2651.69140625
1638301320000,8192,149.90234375,4287.349609375,3754.748046875,2651.701171875
1638301440000,8192,149.150390625,4287.53125,3755.318359375,2651.798828125
1638301560000,8192,149.62109375,4287.529296875,3754.849609375,2651.744140625
1638301680000,8192,149.376953125,4287.548828125,3755.07421875,2651.794921875
1638301800000,8192,149.662109375,4287.5703125,3754.767578125,2651.6796875
1638301920000,8192,150.978515625,4287.68359375,3753.337890625,2651.69921875
1638302040000,8192,150.353515625,4287.775390625,3753.87109375,2651.701171875
1638302160000,8192,151.51953125,4287.80859375,3752.671875,2651.912109375
1638302280000,8192,152.376953125,4287.810546875,3751.8125,2651.6015625
1638302400000,8192,152.263671875,4287.830078125,3751.90625,2651.654296875
1638302520000,8192,152.150390625,4288.001953125,3751.84765625,2651.6171875
1638302640000,8192,150.833984375,4288.052734375,3753.083984375,2651.865234375
1638302760000,8192,151.98828125,4288.0546875,3751.95703125,2651.685546875
1638302880000,8192,151.998046875,4288.076171875,3751.92578125,2651.630859375
1638303000000,8192,151.8671875,4288.169921875,3751.962890625,2651.6796875
1638303120000,8192,149.712890625,4288.2578125,3754.029296875,2651.75390625
1638303240000,8192,151.73828125,4288.263671875,3751.998046875,2651.73046875
1638303360000,8192,151.734375,4288.275390625,3751.990234375,2651.71484375
1638303480000,8192,151.26953125,4288.298828125,3752.431640625,2651.7421875
1638303600000,8192,151.19140625,4288.578125,3752.23046875,2651.74609375
1638303720000,8192,151.40625,4288.60546875,3751.98828125,2651.7265625
1638303840000,8192,151.4140625,4288.603515625,3751.982421875,2651.69921875
1638303960000,8192,151.458984375,4288.61328125,3751.927734375,2651.658203125
1638304080000,8192,150.326171875,4288.724609375,3752.94921875,2651.9140625
1638304200000,8192,151.203125,4288.802734375,3751.994140625,2651.693359375
1638304320000,8192,151.1875,4288.8203125,3751.9921875,2651.72265625
1638304440000,8192,149.1796875,4288.841796875,3753.978515625,2651.701171875
1638304560000,8192,150.912109375,4288.86328125,3752.224609375,2651.732421875
1638304680000,8192,150.91015625,4289.111328125,3751.978515625,2651.69140625
1638304800000,8192,150.923828125,4289.125,3751.951171875,2651.662109375
1638304920000,8192,150.88671875,4289.1328125,3751.98046875,2651.650390625
1638305040000,8192,150.888671875,4289.14453125,3751.966796875,2651.6953125
1638305160000,8192,150.828125,4289.173828125,3751.998046875,2651.708984375
1638305280000,8192,150.66796875,4289.349609375,3751.982421875,2651.705078125
1638305400000,8192,150.6953125,4289.373046875,3751.931640625,2651.654296875
1638305520000,8192,150.4375,4289.380859375,3752.181640625,2651.67578125
1638305640000,8192,150.611328125,4289.388671875,3752,2651.712890625
1638305760000,8192,150.56640625,4289.478515625,3751.955078125,2651.677734375
1638305880000,8192,150.470703125,4289.5859375,3751.943359375,2651.66796875
1638306000000,8192,150.44140625,4289.6171875,3751.94140625,2651.669921875
1638306120000,8192,150.390625,4289.638671875,3751.970703125,2651.6640625
1638306240000,8192,149.794921875,4289.6875,3752.517578125,2651.734375
1638306360000,8192,150.12890625,4289.833984375,3752.037109375,2651.7578125
1638306480000,8192,148.966796875,4289.845703125,3753.1875,2651.89453125
1638306600000,8192,149.451171875,4289.861328125,3752.6875,2651.806640625
1638306720000,8192,149.400390625,4289.869140625,3752.73046875,2651.82421875
1638306840000,8192,146.314453125,4289.9765625,3755.708984375,2651.994140625
1638306960000,8192,149.3125,4290.0859375,3752.6015625,2651.740234375
1638307080000,8192,149.23828125,4290.103515625,3752.658203125,2651.767578125
1638307200000,8192,149.109375,4290.123046875,3752.767578125,2651.84765625
1638307320000,8192,149.18359375,4290.125,3752.69140625,2651.787109375
1638307440000,8192,148.46875,4290.314453125,3753.216796875,2651.876953125
1638307560000,8192,148.99609375,4290.330078125,3752.673828125,2651.77734375
1638307680000,8192,145.98828125,4290.369140625,3755.642578125,2652.01953125
1638307800000,8192,148.884765625,4290.37890625,3752.736328125,2651.82421875
1638307920000,8192,148.54296875,4290.4765625,3752.98046875,2651.779296875
1638308040000,8192,148.05078125,4290.578125,3753.37109375,2651.841796875
1638308160000,8192,148.216796875,4290.47265625,3753.310546875,2651.79296875
1638308280000,8192,148.3671875,4290.361328125,3753.271484375,2651.755859375
1638308400000,8192,145.126953125,4290.38671875,3756.486328125,2651.8671875
1638308520000,8192,146.796875,4290.556640625,3754.646484375,2651.767578125
1638308640000,8192,146.66796875,4290.595703125,3754.736328125,2651.826171875
1638308760000,8192,146.6484375,4290.619140625,3754.732421875,2651.826171875
1638308880000,8192,146.640625,4290.626953125,3754.732421875,2651.79296875
1638309000000,8192,144.255859375,4290.720703125,3757.0234375,2651.869140625
1638309120000,8192,145.912109375,4290.796875,3755.291015625,2651.791015625
1638309240000,8192,145.833984375,4290.806640625,3755.359375,2651.75390625
1638309360000,8192,145.11328125,4290.826171875,3756.060546875,2651.833984375
1638309480000,8192,144.880859375,4290.89453125,3756.224609375,2651.876953125
1638309600000,8192,145.0625,4291.083984375,3755.853515625,2651.8203125
1638309720000,8192,144.90234375,4291.10546875,3755.9921875,2651.7890625
1638309840000,8192,144.62890625,4291.12109375,3756.25,2651.78515625
1638309960000,8192,144.126953125,4291.126953125,3756.74609375,2651.81640625
1638310080000,8192,143.484375,4291.25,3757.265625,2651.80078125
1638310200000,8192,143.267578125,4291.392578125,3757.33984375,2651.771484375
1638310320000,8192,140.5078125,4291.431640625,3760.060546875,2651.91796875
1638310440000,8192,142.892578125,4291.451171875,3757.65625,2651.779296875
1638310560000,8192,142.767578125,4291.4609375,3757.771484375,2651.771484375
1638310680000,8192,142.435546875,4291.625,3757.939453125,2651.78125
1638310800000,8192,142.390625,4291.64453125,3757.96484375,2651.759765625
1638310920000,8192,140.193359375,4291.6484375,3760.158203125,2651.755859375
1638311040000,8192,142.05859375,4291.646484375,3758.294921875,2651.787109375
1638311160000,8192,141.806640625,4291.7578125,3758.435546875,2651.802734375
1638311280000,8192,140.177734375,4291.90234375,3759.919921875,2651.99609375
1638311400000,8192,140.681640625,4291.93359375,3759.384765625,2651.99609375
1638311520000,8192,139.427734375,4291.900390625,3760.671875,2651.845703125
1638311640000,8192,141.412109375,4291.90625,3758.681640625,2651.82421875
1638311760000,8192,155.28515625,4292.03515625,3744.6796875,2651.857421875
1638311880000,8192,154.857421875,4292.16015625,3744.982421875,2651.775390625
1638312000000,8192,156.6640625,4292.15234375,3743.18359375,2651.533203125
1638312120000,8192,157.564453125,4292.158203125,3742.27734375,2651.404296875
1638312240000,8192,157.185546875,4292.19140625,3742.623046875,2651.39453125
1638312360000,8192,157,4292.27734375,3742.72265625,2651.28125
1638312480000,8192,156.568359375,4292.36328125,3743.068359375,2651.3046875
1638312600000,8192,155.92578125,4292.376953125,3743.697265625,2651.322265625
1638312720000,8192,155.5,4292.412109375,3744.087890625,2651.31640625
1638312840000,8192,153.693359375,4292.42578125,3745.880859375,2651.107421875
1638312960000,8192,155.1953125,4292.599609375,3744.205078125,2651.373046875
1638313080000,8192,155.12890625,4292.62109375,3744.25,2651.318359375
1638313200000,8192,154.82421875,4292.65234375,3744.5234375,2651.326171875
1638313320000,8192,155.109375,4292.658203125,3744.232421875,2651.2734375
1638313440000,8192,154.96484375,4292.75,3744.28515625,2651.2421875
1638313560000,8192,154.67578125,4292.87890625,3744.4453125,2651.27734375
1638313680000,8192,154.64453125,4292.873046875,3744.482421875,2651.24609375
1638313800000,8192,154.51953125,4292.888671875,3744.591796875,2651.283203125
1638313920000,8192,153.6953125,4292.91796875,3745.38671875,2651.46875
1638314040000,8192,154.28125,4293.064453125,3744.654296875,2651.314453125
1638314160000,8192,154.015625,4293.087890625,3744.896484375,2651.306640625
1638314280000,8192,153.078125,4293.107421875,3745.814453125,2651.537109375
1638314400000,8192,153.369140625,4293.166015625,3745.46484375,2651.431640625
1638314520000,8192,153.861328125,4293.234375,3744.904296875,2651.345703125
1638314640000,8192,153.6328125,4293.326171875,3745.041015625,2651.310546875
1638314760000,8192,153.458984375,4293.33984375,3745.201171875,2651.294921875
1638314880000,8192,150.298828125,4293.3828125,3748.318359375,2651.478515625
1638315000000,8192,153.091796875,4293.3671875,3745.541015625,2651.3046875
1638315120000,8192,152.5390625,4293.533203125,3745.927734375,2651.306640625
1638315240000,8192,152.5078125,4293.580078125,3745.912109375,2651.30078125
1638315360000,8192,151.92578125,4293.5859375,3746.48828125,2651.2890625
1638315480000,8192,151.853515625,4293.587890625,3746.55859375,2651.3203125
1638315600000,8192,151.798828125,4293.67578125,3746.525390625,2651.2890625
1638315720000,8192,151.56640625,4293.771484375,3746.662109375,2651.341796875
1638315840000,8192,149.453125,4293.7734375,3748.7734375,2651.447265625
1638316800000,8192,150.6171875,4294.08984375,3747.29296875,2651.3984375
1638316920000,8192,150.619140625,4294.123046875,3747.2578125,2651.291015625
1638317040000,8192,148.291015625,4294.142578125,3749.56640625,2651.390625
1638317160000,8192,150.4921875,4294.1484375,3747.359375,2651.3515625
1638317280000,8192,150.435546875,4294.234375,3747.330078125,2651.31640625
1638317400000,8192,150.390625,4294.330078125,3747.279296875,2651.296875
1638317520000,8192,150.40625,4294.333984375,3747.259765625,2651.28125
1638317640000,8192,148.1484375,4295.919921875,3747.931640625,2651.345703125
1638317760000,8192,145.3203125,4296.158203125,3750.521484375,2651.376953125
1638317880000,8192,147.11328125,4296.4140625,3748.47265625,2651.333984375
1638318000000,8192,146.482421875,4296.45703125,3749.060546875,2651.484375
1638318120000,8192,147.02734375,4296.439453125,3748.533203125,2651.3671875
1638318240000,8192,145.025390625,4296.44921875,3750.525390625,2651.38671875
1638318360000,8192,146.94140625,4296.53515625,3748.5234375,2651.36328125
1638318480000,8192,145.91015625,4296.650390625,3749.439453125,2651.515625
1638318600000,8192,146.896484375,4296.669921875,3748.43359375,2651.2734375
1638318720000,8192,146.88671875,4296.69140625,3748.421875,2651.27734375
1638318840000,8192,146.921875,4296.6953125,3748.3828125,2651.23046875
1638318960000,8192,144.509765625,4296.873046875,3750.6171875,2651.240234375
1638319080000,8192,146.58203125,4296.88671875,3748.53125,2651.171875
1638319200000,8192,146.203125,4296.896484375,3748.900390625,2651.203125
1638319320000,8192,145.806640625,4296.90625,3749.287109375,2651.17578125
1638319440000,8192,145.2421875,4297.060546875,3749.697265625,2651.244140625
1638319560000,8192,144.6875,4297.2109375,3750.1015625,2651.287109375
1638319680000,8192,144.611328125,4297.208984375,3750.1796875,2651.2109375
1638319800000,8192,144.482421875,4297.2265625,3750.291015625,2651.2578125
1638319920000,8192,144.853515625,4297.2421875,3749.904296875,2651.248046875
1638320040000,8192,145.59765625,4297.4140625,3748.98828125,2651.16796875
1638320160000,8192,145.54296875,4297.435546875,3749.021484375,2651.197265625
1638320280000,8192,145.5078125,4297.4765625,3749.015625,2651.1640625
1638320400000,8192,145.3515625,4297.513671875,3749.134765625,2651.251953125
1638320520000,8192,145.283203125,4297.642578125,3749.07421875,2651.248046875
1638320640000,8192,145.1796875,4297.76953125,3749.05078125,2651.193359375
1638320760000,8192,145.138671875,4297.783203125,3749.078125,2651.21875
1638320880000,8192,144.9453125,4297.80078125,3749.25390625,2651.21484375
1638321000000,8192,145.08203125,4297.814453125,3749.103515625,2651.29296875
1638321120000,8192,144.96875,4297.994140625,3749.037109375,2651.181640625
1638321240000,8192,144.89453125,4298.03515625,3749.0703125,2651.248046875
1638321360000,8192,143.4765625,4298.07421875,3750.4453125,2651.51171875
1638321480000,8192,145.166015625,4298.046875,3748.787109375,2650.931640625
1638321600000,8192,144.748046875,4298.140625,3749.111328125,2651.26953125
1638321720000,8192,144.720703125,4298.224609375,3749.0546875,2651.21484375
1638321840000,8192,144.140625,4298.25,3749.607421875,2651.3125
1638321960000,8192,143.951171875,4298.30078125,3749.748046875,2651.392578125
1638322080000,8192,143.669921875,4298.326171875,3750.00390625,2651.416015625
1638322200000,8192,144.482421875,4298.40234375,3749.115234375,2651.25390625
1638322320000,8192,144.40234375,4298.486328125,3749.111328125,2651.25390625
1638322440000,8192,144.443359375,4298.4921875,3749.064453125,2651.22265625
1638322560000,8192,144.341796875,4298.501953125,3749.15625,2651.3046875
1638322680000,8192,144.404296875,4298.498046875,3749.09765625,2651.234375
1638322800000,8192,143.890625,4298.845703125,3749.263671875,2651.2109375
1638322920000,8192,144.02734375,4298.87109375,3749.1015625,2651.255859375
1638323040000,8192,144.064453125,4298.888671875,3749.046875,2651.1953125
1638323160000,8192,143.994140625,4298.90234375,3749.103515625,2651.23828125
1638323280000,8192,143.91015625,4298.986328125,3749.103515625,2651.23828125
1638323400000,8192,143.849609375,4299.072265625,3749.078125,2651.197265625
1638323520000,8192,143.791015625,4299.083984375,3749.125,2651.23046875
1638323640000,8192,143.765625,4299.107421875,3749.126953125,2651.259765625
1638323760000,8192,143.466796875,4299.142578125,3749.390625,2651.306640625
1638323880000,8192,143.52734375,4299.345703125,3749.126953125,2651.248046875
1638324000000,8192,143.505859375,4299.361328125,3749.1328125,2651.255859375
1638324120000,8192,143.45703125,4299.369140625,3749.173828125,2651.27734375
1638324240000,8192,143.51171875,4299.373046875,3749.115234375,2651.25390625
1638324360000,8192,143.41015625,4299.4609375,3749.12890625,2651.240234375
1638324480000,8192,143.296875,4299.5625,3749.140625,2651.2578125
1638324600000,8192,143.232421875,4299.595703125,3749.171875,2651.28125
1638324720000,8192,143.07421875,4299.611328125,3749.314453125,2651.228515625
1638324840000,8192,143.251953125,4299.626953125,3749.12109375,2651.2578125
1638324960000,8192,143.052734375,4299.806640625,3749.140625,2651.26171875
1638325080000,8192,141.01171875,4299.806640625,3751.181640625,2651.306640625
1638325200000,8192,143.033203125,4299.80859375,3749.158203125,2651.2578125
1638325320000,8192,143.01171875,4299.826171875,3749.162109375,2651.228515625
1638325440000,8192,142.373046875,4299.876953125,3749.75,2651.359375
1638325560000,8192,142.693359375,4300.111328125,3749.1953125,2651.29296875
1638325680000,8192,140.388671875,4300.1171875,3751.494140625,2651.42578125
1638325800000,8192,142.734375,4300.134765625,3749.130859375,2651.2421875
1638325920000,8192,142.5546875,4300.138671875,3749.306640625,2651.2265625
1638326040000,8192,142.21484375,4300.228515625,3749.556640625,2651.255859375
1638326160000,8192,142.35546875,4300.09765625,3749.546875,2651.244140625
1638326280000,8192,140.251953125,4300.123046875,3751.625,2651.318359375
1638326400000,8192,146.916015625,4300.15625,3744.927734375,2651.20703125
1638326520000,8192,149.03125,4300.396484375,3742.572265625,2651.287109375
1638326640000,8192,146.5546875,4300.388671875,3745.056640625,2651.251953125
1638326760000,8192,147.458984375,4300.3984375,3744.142578125,2651.185546875
1638326880000,8192,146.68359375,4300.3984375,3744.91796875,2651.193359375
1638327000000,8192,145.626953125,4300.50390625,3745.869140625,2651.240234375
1638327120000,8192,144.66796875,4300.5859375,3746.74609375,2651.1953125
1638327240000,8192,144.302734375,4300.59375,3747.103515625,2651.197265625
1638327360000,8192,143.490234375,4300.634765625,3747.875,2651.1953125
1638327480000,8192,143.326171875,4300.6640625,3748.009765625,2651.2265625
1638327600000,8192,142.744140625,4300.857421875,3748.3984375,2651.267578125
1638327720000,8192,142.69921875,4300.8671875,3748.43359375,2651.248046875
1638327840000,8192,142.443359375,4300.873046875,3748.68359375,2651.23828125
1638327960000,8192,141.8359375,4300.87890625,3749.28515625,2651.23828125
1638328080000,8192,141.31640625,4300.978515625,3749.705078125,2651.271484375
1638328200000,8192,140.478515625,4301.10546875,3750.416015625,2651.212890625
1638328320000,8192,139.978515625,4301.109375,3750.912109375,2651.23046875
1638328440000,8192,137.845703125,4301.12109375,3753.033203125,2651.24609375
1638328560000,8192,139.359375,4301.14453125,3751.49609375,2651.224609375
1638328680000,8192,139.3671875,4301.31640625,3751.31640625,2651.224609375
1638328800000,8192,138.455078125,4301.314453125,3752.23046875,2651.228515625
1638328920000,8192,137.041015625,4301.330078125,3753.62890625,2651.33984375
1638329040000,8192,137.392578125,4301.369140625,3753.23828125,2651.240234375
1638329160000,8192,134.62890625,4301.46875,3755.90234375,2651.328125
1638329280000,8192,136.546875,4301.556640625,3753.896484375,2651.287109375
1638329400000,8192,137.015625,4301.5703125,3753.4140625,2651.189453125
1638329520000,8192,136.830078125,4301.580078125,3753.58984375,2651.181640625
1638329640000,8192,135.572265625,4301.619140625,3754.80859375,2651.357421875
1638329760000,8192,135.390625,4301.833984375,3754.775390625,2651.25
1638329880000,8192,135.3125,4301.9375,3754.75,2651.169921875
1638330000000,8192,135.359375,4301.951171875,3754.689453125,2651.1328125
1638330120000,8192,133.232421875,4301.95703125,3756.810546875,2651.240234375
1638330240000,8192,134.34375,4301.990234375,3755.666015625,2651.51171875
1638330360000,8192,135.05078125,4302.142578125,3754.806640625,2651.232421875
1638330480000,8192,134.83984375,4302.150390625,3755.009765625,2651.21875
1638330600000,8192,132.98046875,4302.16796875,3756.8515625,2651.255859375
1638330720000,8192,134.98828125,4302.19921875,3754.8125,2651.203125
1638330840000,8192,134.34765625,4302.2421875,3755.41015625,2651.318359375
1638330960000,8192,134.994140625,4302.2265625,3754.779296875,2651.173828125
1638331080000,8192,134.94140625,4302.259765625,3754.798828125,2651.171875
1638331200000,8192,134.771484375,4302.27734375,3754.951171875,2651.279296875
1638331320000,8192,134.822265625,4302.283203125,3754.89453125,2651.228515625
1638331440000,8192,134.392578125,4302.470703125,3755.13671875,2651.2421875
1638331560000,8192,134.4921875,4302.517578125,3754.990234375,2651.23046875
1638331680000,8192,134.5546875,4302.521484375,3754.923828125,2651.193359375
1638331800000,8192,131.99609375,4302.533203125,3757.470703125,2651.24609375
1638331920000,8192,133.4375,4302.6171875,3755.9453125,2651.21484375
1638332040000,8192,133.265625,4302.71484375,3756.01953125,2651.248046875
1638332160000,8192,133.25390625,4302.71875,3756.02734375,2651.224609375
1638332280000,8192,133.232421875,4302.7265625,3756.041015625,2651.22265625
1638332400000,8192,132.876953125,4302.7734375,3756.349609375,2651.32421875
1638332520000,8192,132.986328125,4302.9609375,3756.052734375,2651.2421875
1638332640000,8192,133.033203125,4302.970703125,3755.99609375,2651.1640625
1638332760000,8192,132.4765625,4302.98828125,3756.53515625,2651.283203125
1638332880000,8192,132.841796875,4302.984375,3756.173828125,2651.26171875
1638333000000,8192,132.818359375,4303.080078125,3756.1015625,2651.19140625
1638333120000,8192,130.662109375,4303.171875,3758.166015625,2651.251953125
1638333240000,8192,132.619140625,4303.19921875,3756.181640625,2651.220703125
1638333360000,8192,132.302734375,4303.224609375,3756.47265625,2651.216796875
1638333480000,8192,132.423828125,4303.23046875,3756.345703125,2651.220703125
1638333600000,8192,131.923828125,4303.490234375,3756.5859375,2651.37109375
1638333720000,8192,129.107421875,4303.513671875,3759.37890625,2651.40234375
1638333840000,8192,131.865234375,4303.490234375,3756.64453125,2651.234375
1638333960000,8192,131.849609375,4303.5,3756.650390625,2651.255859375
1638334080000,8192,131.8125,4303.533203125,3756.654296875,2651.259765625
1638334200000,8192,130.77734375,4303.828125,3757.39453125,2651.3828125
1638334320000,8192,131.298828125,4303.80859375,3756.892578125,2651.26171875
1638334440000,8192,131.576171875,4303.8203125,3756.603515625,2651.1796875
1638334560000,8192,131.517578125,4303.830078125,3756.65234375,2651.251953125
1638334680000,8192,131.38671875,4303.939453125,3756.673828125,2651.234375
1638334800000,8192,131.25390625,4304.044921875,3756.701171875,2651.25
1638334920000,8192,127.265625,4304.07421875,3760.66015625,2651.359375
1638335040000,8192,131.21875,4304.103515625,3756.677734375,2651.25390625
1638335160000,8192,131.19140625,4304.115234375,3756.693359375,2651.248046875
1638335280000,8192,130.818359375,4304.208984375,3756.97265625,2651.326171875
1638335400000,8192,130.9453125,4304.22265625,3756.83203125,2651.263671875
1638335520000,8192,130.802734375,4304.22265625,3756.974609375,2651.25390625
1638335640000,8192,130.767578125,4304.23046875,3757.001953125,2651.24609375
1638335760000,8192,130.61328125,4304.357421875,3757.029296875,2651.263671875
1638335880000,8192,130.6015625,4304.4609375,3756.9375,2651.19921875
1638336000000,8192,130.59375,4304.466796875,3756.939453125,2651.22265625
1638336120000,8192,130.91015625,4304.474609375,3756.615234375,2650.890625
1638336240000,8192,130.34375,4304.48828125,3757.16796875,2651.236328125
1638336360000,8192,130.224609375,4304.822265625,3756.953125,2651.234375
1638336480000,8192,129.26953125,4304.859375,3757.87109375,2651.404296875
1638336600000,8192,128.083984375,4304.873046875,3759.04296875,2651.3125
1638336720000,8192,130.15625,4304.880859375,3756.962890625,2651.255859375
1638336840000,8192,130.0703125,4304.96484375,3756.96484375,2651.251953125
1638336960000,8192,129.984375,4305.05078125,3756.96484375,2651.255859375
1638337080000,8192,130.033203125,4305.0546875,3756.912109375,2651.1953125
1638337200000,8192,129.6640625,4305.10546875,3757.23046875,2651.28515625
1638337320000,8192,127.91015625,4305.138671875,3758.951171875,2651.244140625
1638337440000,8192,129.771484375,4305.25,3756.978515625,2651.279296875
1638337560000,8192,129.716796875,4305.3671875,3756.916015625,2651.1796875
1638337680000,8192,129.685546875,4305.3671875,3756.947265625,2651.21875
1638337800000,8192,123.4375,4305.40625,3763.15625,2651.861328125
1638337920000,8192,112.06640625,4314.16015625,3765.7734375,2651.857421875
1638338040000,8192,104.630859375,4319.71484375,3767.654296875,2651.919921875
1638338160000,8192,108.884765625,4320.3203125,3762.794921875,2651.87109375
1638338280000,8192,109.185546875,4320.369140625,3762.4453125,2651.720703125
1638338400000,8192,109.04296875,4320.412109375,3762.544921875,2651.748046875
1638338520000,8192,108.974609375,4320.50390625,3762.521484375,2651.705078125
1638338640000,8192,108.072265625,4320.5859375,3763.341796875,2651.68359375

